PumpID,Pump Name,Brand,Review,Rating,City,State,Latitude,Longitude
GJ558,HPCL-Fuel Station Dahod,HP,"""Clean station, efficient service, but small station.""",4,Dahod,Gujarat,22.8342,74.2932
GJ559,HPCL-Fuel Station Garbada,HP,"""Friendly staff, good fuel quality, but parking is limited.""",4.1,Dahod,Gujarat,22.8343,74.2933
GJ560,HPCL-Fuel Station Jhalod,HP,"""Efficient service, but queues can form.""",3.9,Dahod,Gujarat,22.8344,74.2934
GJ561,HPCL-Fuel Station Limkheda,HP,"""Clean and quick service, but small pumps.""",4,Dahod,Gujarat,22.8345,74.2935
GJ562,HPCL-Fuel Station Devgarh,HP,"""Friendly staff, but payment can be slow.""",4,Dahod,Gujarat,22.8346,74.2936
GJ563,HPCL-Fuel Station Palanpur,HP,"""Clean station, quick service, but small space.""",4.1,Banaskantha,Gujarat,24.1712,72.431
GJ564,HPCL-Fuel Station Deesa,HP,"""Friendly staff, but parking is limited.""",4,Banaskantha,Gujarat,24.1713,72.4311
GJ565,HPCL-Fuel Station Tharad,HP,"""Good fuel quality, but some pumps are old.""",3.9,Banaskantha,Gujarat,24.1714,72.4312
GJ566,HPCL-Fuel Station Dhanera,HP,"""Efficient service, but limited amenities.""",4,Banaskantha,Gujarat,24.1715,72.4313
GJ567,HPCL-Fuel Station Palanpur Rd,HP,"""Friendly staff, quick service, but small station.""",4.1,Banaskantha,Gujarat,24.1716,72.4314
GJ568,HPCL-Fuel Station Bhuj,HP,"""Clean and efficient, but pumps can be old.""",4,Kutch,Gujarat,23.244,69.6662
GJ569,HPCL-Fuel Station Anjar,HP,"""Friendly staff, good service, but small space.""",4.1,Kutch,Gujarat,23.2441,69.6663
GJ570,HPCL-Fuel Station Mandvi,HP,"""Convenient location, but parking can be tight.""",3.9,Kutch,Gujarat,23.2442,69.6664
GJ571,HPCL-Fuel Station Nakhatrana,HP,"""Clean and quick service, but pumps are a bit old.""",4,Kutch,Gujarat,23.2443,69.6665
GJ572,HPCL-Fuel Station Bhachau,HP,"""Friendly staff, efficient service, but small parking space.""",4.1,Kutch,Gujarat,23.2444,69.6666
GJ573,HPCL-Fuel Station Amreli,HP,"""Clean station, friendly staff, but small pumps.""",4,Amreli,Gujarat,21.6036,71.2256
GJ574,HPCL-Fuel Station Babra,HP,"""Good fuel quality, but queues can form during peak hours.""",3.9,Amreli,Gujarat,21.6037,71.2257
GJ575,HPCL-Fuel Station Jafrabad,HP,"""Efficient service, but limited amenities.""",4,Amreli,Gujarat,21.6038,71.2258
GJ576,HPCL-Fuel Station Dhari,HP,"""Friendly staff, quick service, but small station.""",4,Amreli,Gujarat,21.6039,71.2259
GJ577,HPCL-Fuel Station Savarkundla,HP,"""Clean and convenient, but pumps can be slow.""",4.1,Amreli,Gujarat,21.604,71.226
GJ578,HPCL-Fuel Station Surendranagar,HP,"""Clean and convenient, but limited parking.""",4,Surendranagar,Gujarat,22.7196,71.6572
GJ579,HPCL-Fuel Station Chotila,HP,"""Friendly staff, but pumps are old.""",3.9,Surendranagar,Gujarat,22.7197,71.6573
GJ580,HPCL-Fuel Station Limbdi,HP,"""Quick service, good fuel quality, but small station.""",4,Surendranagar,Gujarat,22.7198,71.6574
GJ581,HPCL-Fuel Station Halvad,HP,"""Convenient location, but payment lines form at times.""",4.1,Surendranagar,Gujarat,22.7199,71.6575
GJ582,HPCL-Fuel Station Sayla,HP,"""Friendly staff, clean station, but small pumps.""",3.9,Surendranagar,Gujarat,22.72,71.6576
GJ583,HPCL-Fuel Station Palanpur,HP,"""Efficient service, but area can get crowded.""",4.2,Banaskantha,Gujarat,24.1712,72.431
GJ584,HPCL-Fuel Station Deesa,HP,"""Clean station, but parking is limited.""",4,Banaskantha,Gujarat,24.1713,72.4311
GJ585,HPCL-Fuel Station Tharad,HP,"""Friendly staff, but pumps are old.""",3.9,Banaskantha,Gujarat,24.1714,72.4312
GJ586,HPCL-Fuel Station Dhanera,HP,"""Convenient location, efficient service, but small space.""",4,Banaskantha,Gujarat,24.1715,72.4313
GJ587,HPCL-Fuel Station Palanpur Rd,HP,"""Clean and friendly, but queues can form.""",4.1,Banaskantha,Gujarat,24.1716,72.4314
GJ588,HPCL-Fuel Station Bhuj,HP,"""Clean facilities, but some pumps out of order.""",4,Kutch,Gujarat,23.244,69.6662
GJ589,HPCL-Fuel Station Anjar,HP,"""Friendly staff, quick service, but small station.""",4.1,Kutch,Gujarat,23.2441,69.6663
GJ590,HPCL-Fuel Station Mandvi,HP,"""Efficient service, but limited amenities.""",3.9,Kutch,Gujarat,23.2442,69.6664
GJ591,HPCL-Fuel Station Nakhatrana,HP,"""Clean station, friendly staff, but small parking.""",4,Kutch,Gujarat,23.2443,69.6665
GJ592,HPCL-Fuel Station Bhachau,HP,"""Quick service, friendly staff, but pumps are a bit old.""",4.1,Kutch,Gujarat,23.2444,69.6666
GJ593,HPCL-Fuel Station Junagadh,HP,"""Clean station, limited amenities, but good location.""",3.8,Junagadh,Gujarat,21.5225,70.4579
GJ594,HPCL-Fuel Station Veraval,HP,"""Friendly staff, quick service, small pumps.""",4,Junagadh,Gujarat,21.5226,70.458
GJ595,HPCL-Fuel Station Kodinar,HP,"""Efficient service, but parking is limited.""",3.9,Junagadh,Gujarat,21.5227,70.4581
GJ596,HPCL-Fuel Station Talala,HP,"""Clean and friendly, but small station.""",4,Junagadh,Gujarat,21.5228,70.4582
GJ597,HPCL-Fuel Station Keshod,HP,"""Quick service, but pumps are old.""",4.1,Junagadh,Gujarat,21.5229,70.4583
GJ598,HPCL-Fuel Station Rajkot,HP,"""Clean and well-maintained, but payment lines can form.""",4,Rajkot,Gujarat,22.3039,70.8022
GJ599,HPCL-Fuel Station Gondal,HP,"""Friendly staff, efficient service, small station.""",3.9,Rajkot,Gujarat,22.304,70.8023
GJ600,HPCL-Fuel Station Morbi,HP,"""Convenient location, but pumps can be slow.""",4,Rajkot,Gujarat,22.3041,70.8024
GJ601,HPCL-Fuel Station Dhoraji,HP,"""Clean station, friendly staff, but limited amenities.""",4,Rajkot,Gujarat,22.3042,70.8025
GJ602,HPCL-Fuel Station Jetpur,HP,"""Efficient service, small station, good location.""",4.1,Rajkot,Gujarat,22.3043,70.8026
GJ603,HPCL-Fuel Station Mehsana,HP,"""Clean station, friendly staff, but small parking space.""",4,Mehsana,Gujarat,23.5929,72.3693
GJ604,HPCL-Fuel Station Kheralu,HP,"""Efficient service, limited amenities.""",3.9,Mehsana,Gujarat,23.593,72.3694
GJ605,HPCL-Fuel Station Unjha,HP,"""Friendly staff, quick service, but pumps are old.""",4,Mehsana,Gujarat,23.5931,72.3695
GJ606,HPCL-Fuel Station Vijapur,HP,"""Clean and efficient, but small station.""",4,Mehsana,Gujarat,23.5932,72.3696
GJ607,HPCL-Fuel Station Vadnagar,HP,"""Friendly staff, quick service, limited amenities.""",4.1,Mehsana,Gujarat,23.5933,72.3697
GJ608,HPCL-Fuel Station Sabarkantha,HP,"""Clean station, efficient service, small parking space.""",3.9,Sabarkantha,Gujarat,23.8497,73.152
GJ609,HPCL-Fuel Station Idar,HP,"""Friendly staff, good fuel quality, limited space.""",4,Sabarkantha,Gujarat,23.8498,73.1521
GJ610,HPCL-Fuel Station Himatnagar,HP,"""Efficient service, small station, but clean.""",4.1,Sabarkantha,Gujarat,23.8499,73.1522
GJ611,HPCL-Fuel Station Talod,HP,"""Friendly staff, quick service, limited parking.""",3.9,Sabarkantha,Gujarat,23.85,73.1523
GJ612,HPCL-Fuel Station Prantij,HP,"""Clean station, small pumps, friendly staff.""",4,Sabarkantha,Gujarat,23.8501,73.1524
GJ613,HPCL-Fuel Station Vapi,HP,"""Clean station, convenient location, but small space.""",4,Valsad,Gujarat,20.371,72.905
GJ614,HPCL-Fuel Station Daman Road,HP,"""Friendly staff, efficient service, small station.""",4.1,Valsad,Gujarat,20.3711,72.9051
GJ615,HPCL-Fuel Station Umargam,HP,"""Good fuel quality, but queues form during peak hours.""",3.9,Valsad,Gujarat,20.3712,72.9052
GJ616,HPCL-Fuel Station Pardi,HP,"""Clean facilities, quick service, limited parking.""",4,Valsad,Gujarat,20.3713,72.9053
GJ617,HPCL-Fuel Station Kaparada,HP,"""Friendly staff, small pumps, but efficient service.""",4.1,Valsad,Gujarat,20.3714,72.9054
GJ618,HPCL-Fuel Station Bharuch,HP,"""Clean and efficient, but parking is limited.""",4,Bharuch,Gujarat,21.7051,73.0622
GJ619,HPCL-Fuel Station Ankleshwar,HP,"""Friendly staff, good fuel quality, small station.""",3.9,Bharuch,Gujarat,21.7052,73.0623
GJ620,HPCL-Fuel Station Jambusar,HP,"""Efficient service, clean station, but small parking.""",4,Bharuch,Gujarat,21.7053,73.0624
GJ621,HPCL-Fuel Station Valia,HP,"""Friendly staff, quick service, limited amenities.""",4,Bharuch,Gujarat,21.7054,73.0625
GJ622,HPCL-Fuel Station Amod,HP,"""Clean station, efficient service, but small space.""",4.1,Bharuch,Gujarat,21.7055,73.0626
GJ623,HPCL-Fuel Station Godhra,HP,"""Clean station, friendly staff, but limited parking.""",4,Godhra,Gujarat,22.78,73.62
GJ624,HPCL-Fuel Station Halol,HP,"""Good fuel quality, small pumps, efficient service.""",4.1,Godhra,Gujarat,22.7801,73.6201
GJ625,HPCL-Fuel Station Dabhoi,HP,"""Friendly staff, but pumps are old.""",3.9,Godhra,Gujarat,22.7802,73.6202
GJ626,HPCL-Fuel Station Pavagadh,HP,"""Clean and convenient, small station.""",4,Godhra,Gujarat,22.7803,73.6203
GJ627,HPCL-Fuel Station Bodeli,HP,"""Friendly staff, efficient service, but parking is limited.""",4.1,Godhra,Gujarat,22.7804,73.6204
GJ628,HPCL-Fuel Station Anand,HP,"""Quick service, clean station, but pumps are old.""",4,Anand,Gujarat,22.5646,72.9289
GJ629,HPCL-Fuel Station Borsad,HP,"""Friendly staff, good fuel quality, small station.""",3.9,Anand,Gujarat,22.5647,72.929
GJ630,HPCL-Fuel Station Petlad,HP,"""Efficient service, limited amenities, but clean.""",4,Anand,Gujarat,22.5648,72.9291
GJ631,HPCL-Fuel Station Khambhat,HP,"""Friendly staff, quick service, small pumps.""",4,Anand,Gujarat,22.5649,72.9292
GJ632,HPCL-Fuel Station Umreth,HP,"""Clean and convenient, but limited space.""",4.1,Anand,Gujarat,22.565,72.9293
GJ633,HPCL-Fuel Station Dahod,HP,"""Clean station, efficient service, small pumps.""",4,Dahod,Gujarat,22.8342,74.2932
GJ634,HPCL-Fuel Station Garbada,HP,"""Friendly staff, quick service, limited amenities.""",4.1,Dahod,Gujarat,22.8343,74.2933
GJ635,HPCL-Fuel Station Jhalod,HP,"""Efficient service, clean station, but small space.""",3.9,Dahod,Gujarat,22.8344,74.2934
GJ636,HPCL-Fuel Station Limkheda,HP,"""Friendly staff, quick service, small pumps.""",4,Dahod,Gujarat,22.8345,74.2935
GJ637,HPCL-Fuel Station Devgarh,HP,"""Clean and efficient, limited parking.""",4,Dahod,Gujarat,22.8346,74.2936
GJ638,HPCL-Fuel Station Palanpur,HP,"""Quick service, friendly staff, small station.""",4.1,Banaskantha,Gujarat,24.1712,72.431
GJ639,HPCL-Fuel Station Deesa,HP,"""Clean station, efficient service, but pumps are old.""",4,Banaskantha,Gujarat,24.1713,72.4311
GJ640,HPCL-Fuel Station Tharad,HP,"""Friendly staff, small station, good fuel quality.""",3.9,Banaskantha,Gujarat,24.1714,72.4312
GJ641,HPCL-Fuel Station Dhanera,HP,"""Efficient service, limited parking, clean pumps.""",4,Banaskantha,Gujarat,24.1715,72.4313
GJ642,HPCL-Fuel Station Palanpur Rd,HP,"""Clean and friendly, small station, good fuel quality.""",4.1,Banaskantha,Gujarat,24.1716,72.4314
GJ643,HPCL-Fuel Station Bhuj,HP,"""Friendly staff, efficient service, small pumps.""",4,Kutch,Gujarat,23.244,69.6662
GJ644,HPCL-Fuel Station Anjar,HP,"""Clean station, good location, but small space.""",4.1,Kutch,Gujarat,23.2441,69.6663
GJ645,HPCL-Fuel Station Mandvi,HP,"""Efficient service, small pumps, limited amenities.""",3.9,Kutch,Gujarat,23.2442,69.6664
GJ646,HPCL-Fuel Station Nakhatrana,HP,"""Friendly staff, clean station, limited parking.""",4,Kutch,Gujarat,23.2443,69.6665
,,,,,,,,
GJ647,HPCL-Fuel Station Rajpipla,HP,"""Clean and efficient, but small pumps.""",4,Narmada,Gujarat,21.823,73.6001
GJ648,HPCL-Fuel Station Tilakwada,HP,"""Friendly staff, convenient location, but limited space.""",4.1,Narmada,Gujarat,21.8231,73.6002
GJ649,HPCL-Fuel Station Sagbara,HP,"""Good fuel quality, small station, payment can be slow.""",3.9,Narmada,Gujarat,21.8232,73.6003
GJ650,HPCL-Fuel Station Dediapada,HP,"""Quick service, but pumps are old.""",4,Narmada,Gujarat,21.8233,73.6004
GJ651,HPCL-Fuel Station Nandod,HP,"""Clean station, friendly staff, but limited parking.""",4.1,Narmada,Gujarat,21.8234,73.6005
GJ652,HPCL-Fuel Station Valsad,HP,"""Convenient location, but queues can form at peak hours.""",4,Valsad,Gujarat,20.599,72.934
GJ653,HPCL-Fuel Station Pardi,HP,"""Friendly staff, clean station, small pumps.""",3.9,Valsad,Gujarat,20.5991,72.9341
GJ654,HPCL-Fuel Station Umargam,HP,"""Quick service, good fuel quality, but limited parking.""",4,Valsad,Gujarat,20.5992,72.9342
GJ655,HPCL-Fuel Station Dharampur,HP,"""Clean facilities, friendly staff, but small station.""",4,Valsad,Gujarat,20.5993,72.9343
GJ656,HPCL-Fuel Station Kaprada,HP,"""Efficient service, small pumps, but clean.""",4.1,Valsad,Gujarat,20.5994,72.9344
GJ657,HPCL-Fuel Station Navsari,HP,"""Friendly staff, quick service, but parking is limited.""",4,Navsari,Gujarat,20.9467,72.9528
GJ658,HPCL-Fuel Station Chikhli,HP,"""Good fuel quality, but small station.""",3.9,Navsari,Gujarat,20.9468,72.9529
GJ659,HPCL-Fuel Station Gandevi,HP,"""Clean station, friendly staff, but pumps are old.""",4,Navsari,Gujarat,20.9469,72.953
GJ660,HPCL-Fuel Station Khergam,HP,"""Efficient service, small pumps, limited amenities.""",4,Navsari,Gujarat,20.947,72.9531
GJ661,HPCL-Fuel Station Vansda,HP,"""Friendly staff, clean station, but parking space is small.""",4.1,Navsari,Gujarat,20.9471,72.9532
GJ662,HPCL-Fuel Station Surat,HP,"""Clean and well-maintained, but queues at peak hours.""",4.2,Surat,Gujarat,21.1702,72.8311
GJ663,HPCL-Fuel Station Varachha,HP,"""Friendly staff, quick service, small station.""",4,Surat,Gujarat,21.1703,72.8312
GJ664,HPCL-Fuel Station Adajan,HP,"""Good fuel quality, but pumps can be old.""",3.9,Surat,Gujarat,21.1704,72.8313
GJ665,HPCL-Fuel Station Olpad,HP,"""Clean station, efficient service, small pumps.""",4,Surat,Gujarat,21.1705,72.8314
GJ666,HPCL-Fuel Station Magdalla,HP,"""Friendly staff, convenient location, but small parking.""",4.1,Surat,Gujarat,21.1706,72.8315
GJ667,HPCL-Fuel Station Bharuch,HP,"""Clean station, friendly staff, but parking is limited.""",4,Bharuch,Gujarat,21.7051,73.0622
GJ668,HPCL-Fuel Station Jambusar,HP,"""Friendly staff, good fuel quality, small station.""",3.9,Bharuch,Gujarat,21.7052,73.0623
GJ669,HPCL-Fuel Station Ankleshwar,HP,"""Efficient service, clean pumps, but limited amenities.""",4,Bharuch,Gujarat,21.7053,73.0624
GJ670,HPCL-Fuel Station Amod,HP,"""Friendly staff, quick service, but small station.""",4,Bharuch,Gujarat,21.7054,73.0625
GJ671,HPCL-Fuel Station Valia,HP,"""Clean station, efficient service, small pumps.""",4.1,Bharuch,Gujarat,21.7055,73.0626
GJ672,HPCL-Fuel Station Godhra,HP,"""Quick service, friendly staff, but small station.""",4,Godhra,Gujarat,22.78,73.62
GJ673,HPCL-Fuel Station Halol,HP,"""Friendly staff, good fuel quality, limited amenities.""",4.1,Godhra,Gujarat,22.7801,73.6201
GJ674,HPCL-Fuel Station Dabhoi,HP,"""Clean and convenient, but pumps are old.""",3.9,Godhra,Gujarat,22.7802,73.6202
GJ675,HPCL-Fuel Station Pavagadh,HP,"""Friendly staff, efficient service, small pumps.""",4,Godhra,Gujarat,22.7803,73.6203
GJ676,HPCL-Fuel Station Bodeli,HP,"""Clean station, quick service, but parking is limited.""",4.1,Godhra,Gujarat,22.7804,73.6204
GJ677,HPCL-Fuel Station Anand,HP,"""Friendly staff, clean station, small pumps.""",4,Anand,Gujarat,22.5646,72.9289
GJ678,HPCL-Fuel Station Borsad,HP,"""Good fuel quality, efficient service, but small parking.""",3.9,Anand,Gujarat,22.5647,72.929
GJ679,HPCL-Fuel Station Petlad,HP,"""Clean and quick service, but pumps are old.""",4,Anand,Gujarat,22.5648,72.9291
GJ680,HPCL-Fuel Station Khambhat,HP,"""Friendly staff, small station, efficient service.""",4,Anand,Gujarat,22.5649,72.9292
GJ681,HPCL-Fuel Station Umreth,HP,"""Clean station, friendly staff, limited parking.""",4.1,Anand,Gujarat,22.565,72.9293
GJ682,HPCL-Fuel Station Dahod,HP,"""Clean and convenient, small pumps, quick service.""",4,Dahod,Gujarat,22.8342,74.2932
GJ683,HPCL-Fuel Station Garbada,HP,"""Friendly staff, good fuel quality, but small station.""",4.1,Dahod,Gujarat,22.8343,74.2933
GJ684,HPCL-Fuel Station Jhalod,HP,"""Efficient service, clean station, limited parking.""",3.9,Dahod,Gujarat,22.8344,74.2934
GJ685,HPCL-Fuel Station Limkheda,HP,"""Clean station, quick service, but pumps are old.""",4,Dahod,Gujarat,22.8345,74.2935
GJ686,HPCL-Fuel Station Devgarh,HP,"""Friendly staff, efficient service, small pumps.""",4,Dahod,Gujarat,22.8346,74.2936
GJ687,HPCL-Fuel Station Palanpur,HP,"""Clean and convenient, friendly staff, small station.""",4.1,Banaskantha,Gujarat,24.1712,72.431
GJ688,HPCL-Fuel Station Deesa,HP,"""Friendly staff, good fuel quality, small pumps.""",4,Banaskantha,Gujarat,24.1713,72.4311
GJ689,HPCL-Fuel Station Tharad,HP,"""Clean station, efficient service, but parking limited.""",3.9,Banaskantha,Gujarat,24.1714,72.4312
GJ690,HPCL-Fuel Station Dhanera,HP,"""Friendly staff, quick service, small pumps.""",4,Banaskantha,Gujarat,24.1715,72.4313
GJ691,HPCL-Fuel Station Palanpur Rd,HP,"""Clean station, efficient service, limited parking.""",4.1,Banaskantha,Gujarat,24.1716,72.4314
GJ692,HPCL-Fuel Station Bhuj,HP,"""Friendly staff, clean station, small pumps.""",4,Kutch,Gujarat,23.244,69.6662
GJ693,HPCL-Fuel Station Anjar,HP,"""Clean and efficient, but pumps are old.""",4.1,Kutch,Gujarat,23.2441,69.6663
GJ694,HPCL-Fuel Station Mandvi,HP,"""Friendly staff, quick service, limited amenities.""",3.9,Kutch,Gujarat,23.2442,69.6664
GJ695,HPCL-Fuel Station Nakhatrana,HP,"""Clean station, small pumps, friendly staff.""",4,Kutch,Gujarat,23.2443,69.6665
GJ696,HPCL-Fuel Station Bhachau,HP,"""Efficient service, clean station, limited parking.""",4,Kutch,Gujarat,23.2444,69.6666
GJ697,HPCL-Fuel Station Amreli,HP,"""Clean station, friendly staff, small pumps.""",4,Amreli,Gujarat,21.6036,71.2256
GJ698,HPCL-Fuel Station Babra,HP,"""Friendly staff, quick service, but small station.""",3.9,Amreli,Gujarat,21.6037,71.2257
GJ699,HPCL-Fuel Station Jafrabad,HP,"""Efficient service, clean pumps, small parking.""",4,Amreli,Gujarat,21.6038,71.2258
GJ700,HPCL-Fuel Station Dhari,HP,"""Friendly staff, quick service, clean station.""",4,Amreli,Gujarat,21.6039,71.2259
GJ701,HPCL-Fuel Station Savarkundla,HP,"""Clean station, small pumps, friendly staff.""",4.1,Amreli,Gujarat,21.604,71.226
,,,,,,,,
GJ702,HPCL-Fuel Station Bhavnagar,HP,"""Clean station, friendly staff, but small pumps.""",4,Bhavnagar,Gujarat,21.7645,72.1519
GJ703,HPCL-Fuel Station Palitana,HP,"""Friendly staff, quick service, limited space.""",4.1,Bhavnagar,Gujarat,21.7646,72.152
GJ704,HPCL-Fuel Station Talaja,HP,"""Good fuel quality, clean station, but small parking.""",3.9,Bhavnagar,Gujarat,21.7647,72.1521
GJ705,HPCL-Fuel Station Gariadhar,HP,"""Efficient service, small pumps, friendly staff.""",4,Bhavnagar,Gujarat,21.7648,72.1522
GJ706,HPCL-Fuel Station Mahuva,HP,"""Clean and convenient, but pumps are old.""",4.1,Bhavnagar,Gujarat,21.7649,72.1523
GJ707,HPCL-Fuel Station Jamnagar,HP,"""Clean station, quick service, limited amenities.""",4,Jamnagar,Gujarat,22.4707,70.0577
GJ708,HPCL-Fuel Station Kalavad,HP,"""Friendly staff, small pumps, efficient service.""",3.9,Jamnagar,Gujarat,22.4708,70.0578
GJ709,HPCL-Fuel Station Dhrol,HP,"""Good fuel quality, clean station, but limited parking.""",4,Jamnagar,Gujarat,22.4709,70.0579
GJ710,HPCL-Fuel Station Lalpur,HP,"""Friendly staff, efficient service, small station.""",4,Jamnagar,Gujarat,22.471,70.058
GJ711,HPCL-Fuel Station Jamnagar Rd,HP,"""Clean and convenient, but pumps are small.""",4.1,Jamnagar,Gujarat,22.4711,70.0581
GJ712,HPCL-Fuel Station Morbi,HP,"""Clean station, friendly staff, but limited amenities.""",4,Morbi,Gujarat,22.834,70.819
GJ713,HPCL-Fuel Station Maliya,HP,"""Friendly staff, quick service, small pumps.""",3.9,Morbi,Gujarat,22.8341,70.8191
GJ714,HPCL-Fuel Station Tankara,HP,"""Efficient service, clean station, but small parking.""",4,Morbi,Gujarat,22.8342,70.8192
GJ715,HPCL-Fuel Station Wankaner,HP,"""Friendly staff, clean pumps, limited amenities.""",4,Morbi,Gujarat,22.8343,70.8193
GJ716,HPCL-Fuel Station Halvad,HP,"""Clean station, efficient service, small station.""",4.1,Morbi,Gujarat,22.8344,70.8194
GJ717,HPCL-Fuel Station Anand,HP,"""Friendly staff, clean pumps, small parking.""",4,Anand,Gujarat,22.5646,72.9289
GJ718,HPCL-Fuel Station Borsad,HP,"""Efficient service, quick service, small station.""",3.9,Anand,Gujarat,22.5647,72.929
GJ719,HPCL-Fuel Station Petlad,HP,"""Clean and friendly, small pumps.""",4,Anand,Gujarat,22.5648,72.9291
GJ720,HPCL-Fuel Station Khambhat,HP,"""Friendly staff, efficient service, small station.""",4,Anand,Gujarat,22.5649,72.9292
GJ721,HPCL-Fuel Station Umreth,HP,"""Clean station, quick service, limited amenities.""",4.1,Anand,Gujarat,22.565,72.9293
GJ722,HPCL-Fuel Station Vadodara,HP,"""Clean and well-maintained, but queues at peak hours.""",4.2,Vadodara,Gujarat,22.3072,73.1812
GJ723,HPCL-Fuel Station Alkapuri,HP,"""Friendly staff, quick service, small pumps.""",4,Vadodara,Gujarat,22.3073,73.1813
GJ724,HPCL-Fuel Station Akota,HP,"""Good fuel quality, clean station, but limited parking.""",3.9,Vadodara,Gujarat,22.3074,73.1814
GJ725,HPCL-Fuel Station Manjalpur,HP,"""Friendly staff, efficient service, small station.""",4,Vadodara,Gujarat,22.3075,73.1815
GJ726,HPCL-Fuel Station Gorwa,HP,"""Clean station, quick service, but small pumps.""",4.1,Vadodara,Gujarat,22.3076,73.1816
GJ727,HPCL-Fuel Station Nadiad,HP,"""Friendly staff, efficient service, small station.""",4,Kheda,Gujarat,22.695,72.8611
GJ728,HPCL-Fuel Station Anand Rd,HP,"""Clean pumps, friendly staff, small parking.""",3.9,Kheda,Gujarat,22.6951,72.8612
GJ729,HPCL-Fuel Station Kapadwanj,HP,"""Quick service, small pumps, limited amenities.""",4,Kheda,Gujarat,22.6952,72.8613
GJ730,HPCL-Fuel Station Kathlal,HP,"""Clean station, friendly staff, small space.""",4,Kheda,Gujarat,22.6953,72.8614
GJ731,HPCL-Fuel Station Mahudha,HP,"""Efficient service, clean pumps, limited parking.""",4.1,Kheda,Gujarat,22.6954,72.8615
GJ732,HPCL-Fuel Station Anand,HP,"""Clean station, friendly staff, small pumps.""",4,Anand,Gujarat,22.5646,72.9289
GJ733,HPCL-Fuel Station Petlad,HP,"""Efficient service, quick service, small station.""",3.9,Anand,Gujarat,22.5647,72.929
GJ734,HPCL-Fuel Station Borsad,HP,"""Clean and friendly, small pumps.""",4,Anand,Gujarat,22.5648,72.9291
GJ735,HPCL-Fuel Station Khambhat,HP,"""Friendly staff, efficient service, small station.""",4,Anand,Gujarat,22.5649,72.9292
GJ736,HPCL-Fuel Station Umreth,HP,"""Clean station, quick service, small pumps.""",4.1,Anand,Gujarat,22.565,72.9293
GJ737,HPCL-Fuel Station Surat,HP,"""Clean station, friendly staff, but queues form during peak hours.""",4,Surat,Gujarat,21.1702,72.8311
GJ738,HPCL-Fuel Station Varachha,HP,"""Friendly staff, good fuel quality, small pumps.""",4.1,Surat,Gujarat,21.1703,72.8312
GJ739,HPCL-Fuel Station Adajan,HP,"""Efficient service, small station, clean pumps.""",3.9,Surat,Gujarat,21.1704,72.8313
GJ740,HPCL-Fuel Station Olpad,HP,"""Friendly staff, quick service, limited amenities.""",4,Surat,Gujarat,21.1705,72.8314
GJ741,HPCL-Fuel Station Magdalla,HP,"""Clean station, efficient service, small pumps.""",4.1,Surat,Gujarat,21.1706,72.8315
GJ742,HPCL-Fuel Station Valsad,HP,"""Friendly staff, clean pumps, small station.""",4,Valsad,Gujarat,20.599,72.934
GJ743,HPCL-Fuel Station Pardi,HP,"""Efficient service, good fuel quality, limited parking.""",3.9,Valsad,Gujarat,20.5991,72.9341
GJ744,HPCL-Fuel Station Umargam,HP,"""Clean station, friendly staff, small pumps.""",4,Valsad,Gujarat,20.5992,72.9342
GJ745,HPCL-Fuel Station Dharampur,HP,"""Friendly staff, quick service, limited amenities.""",4,Valsad,Gujarat,20.5993,72.9343
GJ746,HPCL-Fuel Station Kaprada,HP,"""Clean station, efficient service, small pumps.""",4.1,Valsad,Gujarat,20.5994,72.9344
HR747,Shree Sai Fuel Stop,IndianOil,"Great service, but long queue",4,Ambala,Haryana,30.3782,76.7767
HR748,Ambala Fuel Point,BPCL,"Average, pumps need maintenance",3,Ambala,Haryana,30.36,76.78
HR749,QuickFuel Ambala,HPCL,"Staff friendly, clean station",5,Ambala,Haryana,30.3705,76.789
HR750,Reliance Petrol Hub,Reliance,"Price slightly high, but good quality",4,Ambala,Haryana,30.365,76.772
HR751,Ambala City Petrol,IndianOil,Pump often crowded,2,Ambala,Haryana,30.372,76.778
HR752,Gurugram FastFuel,BPCL,"Very fast service, but dusty",4,Gurugram,Haryana,28.4595,77.0266
HR753,Gurugram Fuel Stop,HPCL,"Clean station, friendly staff",5,Gurugram,Haryana,28.4625,77.0353
HR754,Reliance Gurugram,Reliance,"Good location, but fuel lines long",3,Gurugram,Haryana,28.465,77.03
HR755,HeroFuel Gurugram,IndianOil,"Excellent service, quick refuel",5,Gurugram,Haryana,28.457,77.028
HR756,Gurugram Express Pump,BPCL,Needs better maintenance,2,Gurugram,Haryana,28.46,77.025
HR757,Rohtak Petrol Point,HPCL,"Decent service, okay for quick stop",3,Rohtak,Haryana,28.8955,76.6066
HR758,Rohtak Fuel Hub,IndianOil,"Crowded, but fuel quality good",4,Rohtak,Haryana,28.9,76.61
HR759,Reliance Rohtak,Reliance,"Staff helpful, slightly slow",4,Rohtak,Haryana,28.897,76.605
HR760,Rohtak City Petrol,BPCL,"Pumps old, service average",2,Rohtak,Haryana,28.899,76.608
HR761,QuickFuel Rohtak,HPCL,Good for night refueling,5,Rohtak,Haryana,28.896,76.607
HR762,Hisar Petrol Stop,IndianOil,Clean and well-maintained,5,Hisar,Haryana,29.1492,75.7217
HR763,Reliance Hisar,Reliance,"Prices high, but service good",4,Hisar,Haryana,29.15,75.723
HR764,Hisar Express Pump,BPCL,Staff not very friendly,2,Hisar,Haryana,29.148,75.72
